wkt_geom,fid,date,lai,location,protocol_version,Barcode Biomass Sample,Barcode Leaf Area Sample,Row Spacing [cm],leaf_area_cm2,Comment,tmean_degC,gdd,gdd_cumsum,parcel,genotype,index_right,point_id
Point (991499.30142338701989502 6019890.8686348395422101),229,2022-03-17 16:02:29,0.1075275008,SwissFutureFarm,v2.0,13500,13532,14,30.10770022,,7.8,7.8,526.9,Ruetteli,Montalbano,3,3
Point (991499.30142338701989502 6019890.8686348395422101),230,2022-03-17 16:02:29,0.1075275008,SwissFutureFarm,v2.0,13500,13532,14,30.10770022,Only 4 points sampled because of time constraints,7.8,7.8,526.9,Ruetteli,Montalbano,3,3
Point (991478.68992491508834064 6019921.7355489544570446),231,2022-04-12 12:51:27,0.466908246,SwissFutureFarm,v2.1,14966,15029,14,99.23726417,,11,11,706.2,Ruetteli,Montalbano,3,3
Point (991488.18856929917819798 6019932.65495325345546007),232,2022-06-01 10:31:32,4.94,SwissFutureFarm,v3.0,13567,0,13,0,,15,15,1378.2,Ruetteli,Montalbano,3,3
Point (991488.70175735536031425 6019931.23308313824236393),233,2022-06-20 11:19:03,4.42,SwissFutureFarm,v3.0,14893,0,13,0,,24.4,24.4,1738.9,Ruetteli,Montalbano,3,3
Point (991486.56502890342380852 6019923.63367450423538685),234,2022-05-11 13:45:21,2.68,SwissFutureFarm,v3.0,15092,0,13,0,,19.7,19.7,1027,Ruetteli,Montalbano,3,3
Point (991487.56341293989680707 6019920.80374202225357294),235,2022-06-08 10:34:45,5.74,SwissFutureFarm,v3.0,17051,0,14,0,,15.3,15.3,1499.6,Ruetteli,Montalbano,3,3
Point (991482.49684722232632339 6019931.15715804509818554),236,2022-06-15 10:38:55,4.42,SwissFutureFarm,v3.0,20301,0,14,0,,21.9,21.9,1622.5,Ruetteli,Montalbano,3,3
Point (991484.14837969373911619 6019919.27143750339746475),237,2022-05-19 10:51:17,4.97,SwissFutureFarm,v3.0,20143,0,14,0,,20.1,20.1,1174.8,Ruetteli,Montalbano,3,3
Point (991367.6733523397706449 6019891.78663405124098063),238,2022-03-17 16:05:03,0.4457648812,SwissFutureFarm,v2.0,13499,13533,14,124.8141667,,7.8,7.8,526.9,Ruetteli,Montalbano,2,2
Point (991367.6733523397706449 6019891.78663405124098063),239,2022-03-17 16:05:03,0.4457648812,SwissFutureFarm,v2.0,13499,13533,14,124.8141667,Only 4 points sampled because of time constraints,7.8,7.8,526.9,Ruetteli,Montalbano,2,2
Point (991356.26191611029207706 6019909.80842776503413916),240,2022-04-12 13:21:07,0.2399121027,SwissFutureFarm,v2.1,14968,15031,14,97.87142734,,11,11,706.2,Ruetteli,Montalbano,2,2
Point (991358.41730594588443637 6019919.62345337867736816),241,2022-06-01 10:42:13,3.76,SwissFutureFarm,v3.0,13568,0,13,0,,15,15,1378.2,Ruetteli,Montalbano,2,2
Point (991359.08911576494574547 6019920.93488521315157413),242,2022-06-20 11:11:29,4.79,SwissFutureFarm,v3.0,14894,0,13,0,,24.4,24.4,1738.9,Ruetteli,Montalbano,2,2
Point (991355.75805874599609524 6019897.03924795798957348),243,2022-05-11 13:53:27,3.44,SwissFutureFarm,v3.0,15093,0,13,0,,19.7,19.7,1027,Ruetteli,Montalbano,2,2
Point (991358.31466833467129618 6019906.34349170606583357),244,2022-06-08 10:29:12,6.27,SwissFutureFarm,v3.0,17050,0,14,0,,15.3,15.3,1499.6,Ruetteli,Montalbano,2,2
Point (991353.3694016122026369 6019913.70130579266697168),245,2022-06-15 10:35:02,4.89,SwissFutureFarm,v3.0,20300,0,14,0,,21.9,21.9,1622.5,Ruetteli,Montalbano,2,2
Point (991356.64447447936981916 6019901.90533857792615891),246,2022-05-19 10:57:34,4.91,SwissFutureFarm,v3.0,20144,0,14,0,,20.1,20.1,1174.8,Ruetteli,Montalbano,2,2
Point (789243.46289410488680005 5939250.75808618310838938),247,2022-03-22 10:43:41,0.6828092612,Witzwil,v2.0,13604,13667,13,88.76520395,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,4,4
Point (789070.21993705281056464 5939332.82713985908776522),248,2022-03-22 13:37:31,0.9229258009,Witzwil,v2.0,13603,13666,13,119.9803541,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,4,4
Point (789071.57288738258648664 5939306.62185524217784405),249,2022-05-17 10:11:47,6.48,Witzwil,v3.0,13592,0,13,0,"Two plants are already ""exploded"". The barb is visibke",22,22,1644.6,Parzelle 35,Baretta,4,4
Point (789073.32705746521241963 5939315.23840673826634884),250,2022-06-02 12:03:27,4.65,Witzwil,v3.0,14841,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,4,4
Point (789068.5124204297317192 5939314.32888145558536053),251,2022-06-14 08:07:32,4.78,Witzwil,v3.0,20159,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,4,4
Point (789073.63497029896825552 5939318.04904561210423708),252,2022-06-28 09:44:48,3.94,Witzwil,v3.0,20165,0,13,0,,19.8,19.8,2550.3,Parzelle 35,Baretta,4,4
Point (788987.97921838751062751 5939246.03953228518366814),253,2022-03-22 14:00:17,0.7800811794,Witzwil,v2.0,13602,13665,13,101.4105533,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,1,1
Point (788994.88393041538074613 5939238.77022888045758009),254,2022-05-17 09:58:12,8.31,Witzwil,v3.0,13591,0,13,0,,22,22,1644.6,Parzelle 35,Baretta,1,1
Point (788989.92000230890698731 5939224.65562508441507816),255,2022-06-02 11:38:08,4.97,Witzwil,v3.0,14839,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,1,1
Point (788997.37522516038734466 5939237.76497291401028633),256,2022-06-14 08:16:46,6.64,Witzwil,v3.0,20160,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,1,1
Point (788991.42224370955955237 5939236.22631604503840208),257,2022-06-28 09:56:04,6.24,Witzwil,v3.0,20166,0,13,0,,19.8,19.8,2550.3,Parzelle 35,Baretta,1,1
Point (789042.87167900789063424 5939079.09326716419309378),258,2022-03-22 14:21:31,1.791321836,Witzwil,v2.0,1360113,13664,13,232.8718387,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,5,5
Point (789034.77263841324020177 5939073.96450527757406235),259,2022-05-17 09:42:32,9.63,Witzwil,v3.0,13590,0,13,0,,22,22,1644.6,Parzelle 35,Baretta,5,5
Point (789026.6735978185897693 5939087.41554453689604998),260,2022-06-02 11:49:44,5.42,Witzwil,v3.0,14840,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,5,5
Point (789027.24277002620510757 5939077.61618343181908131),261,2022-06-14 08:49:48,7.06,Witzwil,v3.0,20162,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,5,5
Point (789037.52519253245554864 5939079.038560357876122),262,2022-06-28 10:23:15,7.05,Witzwil,v3.0,20168,0,13,0,Weizen gelegt (Regnen?),19.8,19.8,2550.3,Parzelle 35,Baretta,5,5
Point (788807.01044841797556728 5939315.04008918534964323),263,2022-03-22 14:48:57,2.213371128,Witzwil,v2.0,13600,13663,13,287.7382466,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,0,0
Point (788806.20800891204271466 5939328.77188059035688639),264,2022-05-17 09:23:10,8.36,Witzwil,v3.0,13589,0,13,0,,22,22,1644.6,Parzelle 35,Baretta,0,0
Point (788825.19596698833629489 5939321.42044575046747923),265,2022-06-02 11:23:43,5.39,Witzwil,v3.0,14836,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,0,0
Point (788827.42600235936697572 5939303.58554864954203367),266,2022-06-14 08:30:59,6.62,Witzwil,v3.0,20161,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,0,0
Point (788826.67021631309762597 5939310.60871888510882854),267,2022-06-28 10:07:41,6.82,Witzwil,v3.0,20167,0,13,0,,19.8,19.8,2550.3,Parzelle 35,Baretta,0,0
Point (788978.74183337751310319 5939415.01322208624333143),268,2022-03-22 15:08:43,0.3412812487,Witzwil,v2.0,13599,13662,13,44.36656233,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,2,2
Point (788981.29844296618830413 5939401.77367440704256296),269,2022-05-17 09:06:17,5.53,Witzwil,v3.0,13588,0,13,0,,22,22,1644.6,Parzelle 35,Baretta,2,2
Point (788979.1057303628185764 5939400.0093147149309516),270,2022-06-02 10:47:20,3.18,Witzwil,v3.0,14837,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,2,2
Point (788977.04364744643680751 5939403.05249347817152739),271,2022-06-14 07:58:14,4.12,Witzwil,v3.0,20158,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,2,2
Point (788991.71149515931028873 5939406.75901825539767742),272,2022-06-28 09:24:57,4.34,Witzwil,v3.0,20164,0,13,0,Eine Weizensbande (4m x 10m) grüner als anderswo,19.8,19.8,2550.3,Parzelle 35,Baretta,2,2
Point (789056.1399229314411059 5939451.09382694307714701),273,2022-03-22 15:25:54,0.7330523431,Witzwil,v2.0,13598,13661,13,95.29680461,Field was affected by flooding last year; pattern visible in SAT data and in-situ,9.6,9.6,887.1,Parzelle 35,Baretta,3,3
Point (789064.63085258717183024 5939454.13702352810651064),274,2022-05-17 08:41:22,9.25,Witzwil,v3.0,13587,0,38,0,,22,22,1644.6,Parzelle 35,Baretta,3,3
Point (789052.27701647265348583 5939454.90979046747088432),275,2022-06-02 10:25:05,7.26,Witzwil,v3.0,14838,0,13,0,,21.1,21.1,1963.3,Parzelle 35,Baretta,3,3
Point (789058.56590283312834799 5939449.26790950354188681),276,2022-06-14 07:47:01,6.02,Witzwil,v3.0,20157,0,13,0,,22.5,22.5,2212,Parzelle 35,Baretta,3,3
Point (789051.0733572137542069 5939454.17805539816617966),277,2022-06-28 09:06:04,6.47,Witzwil,v3.0,20163,0,13,0,Der Weizen ist ganz am Boden gelegt (wegen des Regens?). Fläche 50m x 10m,19.8,19.8,2550.3,Parzelle 35,Baretta,3,3
